ev_time_on_ice,ev_time_on_ice_per_game,games_played,last_name,ot_time_on_ice,ot_time_on_ice_per_ot_game,player_id,position_code,pp_time_on_ice,pp_time_on_ice_per_game,season_id,sh_time_on_ice,sh_time_on_ice_per_game,shifts,shifts_per_game,shoots_catches,skater_full_name,team_abbrevs,time_on_ice,time_on_ice_per_game,time_on_ice_per_shift
4208,420.8,10,Hodgson,0,0,8478173,R,7,0.7,20252026,0,0,107,10.7,R,Hayden Hodgson,OTT,4215,421.5,39.39252
5990,599,10,Laczynski,0,0,8479550,C,386,38.6,20252026,86,8.6,146,14.6,R,Tanner Laczynski,VGK,6462,646.2,44.26027
5254,583.77777,9,Colangelo,0,0,8482118,R,242,26.88888,20252026,0,0,136,15.11111,R,Sam Colangelo,ANA,5496,610.66666,40.41176
6431,714.55555,9,Helenius,0,0,8484797,C,0,0,20252026,0,0,134,14.88888,R,Konsta Helenius,BUF,6431,714.55555,47.99253
7991,887.88888,9,Martone,15,7.5,8485406,R,1179,131,20252026,32,3.55555,190,21.11111,R,Porter Martone,PHI,9202,1022.44444,48.43157
3463,384.77777,9,Pezzetta,0,0,8479543,L,32,3.55555,20252026,0,0,91,10.11111,L,Michael Pezzetta,TOR,3495,388.33333,38.40659
5606,622.88888,9,Haight,0,0,8483452,C,246,27.33333,20252026,0,0,124,13.77777,R,Hunter Haight,MIN,5852,650.22222,47.19354
8250,916.66666,9,Brunicke,0,NA,8484839,D,212,23.55555,20252026,24,2.66666,171,19,R,Harrison Brunicke,PIT,8486,942.88888,49.62573
8171,907.88888,9,Holl,0,0,8475718,D,0,0,20252026,292,32.44444,171,19,R,Justin Holl,STL,8463,940.33333,49.49122
3955,439.44444,9,Ivan,0,0,8483930,C,69,7.66666,20252026,0,0,99,11,L,Ivan Ivan,COL,4024,447.11111,40.64646
6185,687.22222,9,Mitchell,0,0,8484262,D,0,0,20252026,45,5,144,16,L,Travis Mitchell,NYI,6230,692.22222,43.26388
6440,715.55555,9,Tomasino,0,0,8481577,R,133,14.77777,20252026,0,0,130,14.44444,R,Philip Tomasino,PIT,6573,730.33333,50.56153
7900,877.77777,9,Fortescue,0,NA,8484169,D,93,10.33333,20252026,22,2.44444,163,18.11111,L,Drew Fortescue,NYR,8015,890.55555,49.17177
6516,814.5,8,Soderstrom,0,0,8481599,D,27,3.375,20252026,22,2.75,136,17,R,Victor Soderstrom,BOS,6565,820.625,48.27205
5964,745.5,8,Gilbert,0,0,8478502,D,3,0.375,20252026,123,15.375,150,18.75,L,Dennis Gilbert,OTT,6090,761.25,40.6
4394,549.25,8,Toninato,0,0,8476952,C,0,0,20252026,0,0,104,13,L,Dominic Toninato,CHI,4394,549.25,42.25
4131,516.375,8,Crookshank,0,0,8481065,C,0,0,20252026,0,0,90,11.25,L,Angus Crookshank,NJD,4131,516.375,45.9
4869,608.625,8,MacEachern,0,0,8476907,L,0,0,20252026,19,2.375,124,15.5,L,Mackenzie MacEachern,VAN,4888,611,39.41935
6861,857.625,8,Harris,0,NA,8480887,D,27,3.375,20252026,743,92.875,167,20.875,L,Jordan Harris,BOS,7631,953.875,45.69461
5376,672,8,Warren,0,0,8481569,D,0,0,20252026,133,16.625,133,16.625,L,Marshall Warren,NYI,5509,688.625,41.42105
5096,637,8,Mazur,0,0,8482802,L,39,4.875,20252026,0,0,125,15.625,R,Carter Mazur,DET,5135,641.875,41.08
4825,689.28571,7,Cardwell,52,52,8482206,R,64,9.14285,20252026,122,17.42857,114,16.28571,R,Ethan Cardwell,SJS,5011,715.85714,43.95614
6509,929.85714,7,Jones,0,NA,8478452,D,87,12.42857,20252026,616,88,144,20.57142,L,Caleb Jones,PIT,7212,1030.28571,50.08333
4312,616,7,Lee,0,0,8481732,L,7,1,20252026,0,0,93,13.28571,L,Andre Lee,LAK,4319,617,46.44086
3883,554.71428,7,Boisvert,0,NA,8484793,C,0,0,20252026,0,0,90,12.85714,L,Sacha Boisvert,CHI,3883,554.71428,43.14444
4116,686,6,Aube-Kubel,0,NA,8477979,R,66,11,20252026,0,0,85,14.16666,R,Nicolas Aube-Kubel,MIN,4182,697,49.2
3908,651.33333,6,Mueller,0,0,8484406,C,0,0,20252026,0,0,86,14.33333,L,Ty Mueller,VAN,3908,651.33333,45.44186
5362,893.66666,6,Hinds,0,0,8482731,D,0,0,20252026,260,43.33333,117,19.5,L,Tyson Hinds,ANA,5622,937,48.05128
4945,824.16666,6,Kiersted,0,NA,8482641,D,0,0,20252026,717,119.5,116,19.33333,L,Matt Kiersted,MIN,5662,943.66666,48.81034
3619,603.16666,6,Gross,0,0,8486056,C,1,0.16666,20252026,349,58.16666,102,17,R,Tyson Gross,CGY,3969,661.5,38.91176
3631,605.16666,6,Suniev,0,0,8484234,L,553,92.16666,20252026,0,0,97,16.16666,L,Aydar Suniev,CGY,4184,697.33333,43.13402
4877,812.83333,6,Crotty,0,0,8480075,D,0,0,20252026,494,82.33333,132,22,R,Cameron Crotty,OTT,5371,895.16666,40.68939
3001,500.16666,6,Devine,0,NA,8483433,R,37,6.16666,20252026,0,0,75,12.5,R,Jack Devine,FLA,3038,506.33333,40.50666
2440,406.66666,6,Zhilkin,0,0,8483526,C,0,0,20252026,290,48.33333,64,10.66666,L,Danil Zhilkin,WPG,2730,455,42.65625
2970,495,6,Leason,0,0,8481517,R,119,19.83333,20252026,0,0,72,12,R,Brett Leason,WSH,3089,514.83333,42.90277
3050,610,5,Laine,0,0,8479339,L,732,146.4,20252026,0,0,73,14.6,R,Patrik Laine,MTL,3782,756.4,51.80821
2568,513.6,5,Parent,0,0,8483841,C,4,0.8,20252026,0,0,57,11.4,L,Xavier Parent,NJD,2572,514.4,45.1228
3884,776.8,5,Heinola,0,0,8481572,D,336,67.2,20252026,10,2,96,19.2,L,Ville Heinola,WPG,4230,846,44.0625
1873,374.6,5,Dries,0,0,8480326,C,23,4.6,20252026,196,39.2,55,11,L,Sheldon Dries,DET,2092,418.4,38.03636
2957,591.4,5,Kaskimaki,0,NA,8483463,C,133,26.6,20252026,28,5.6,73,14.6,L,Aleksanteri Kaskimaki,STL,3118,623.6,42.71232
2129,425.8,5,Clattenburg,0,NA,8484529,C,21,4.2,20252026,12,2.4,50,10,L,Connor Clattenburg,EDM,2162,432.4,43.24
2659,531.8,5,Pederson,0,0,8478967,C,0,0,20252026,0,0,59,11.8,R,Lane Pederson,PHI,2659,531.8,45.06779
4396,879.2,5,Lamoureux,0,NA,8483472,D,0,0,20252026,0,0,97,19.4,R,Maveric Lamoureux,UTA,4396,879.2,45.31958
4067,813.4,5,Ginning,0,0,8480874,D,2,0.4,20252026,533,106.6,101,20.2,L,Adam Ginning,PHI,4602,920.4,45.56435
2964,592.8,5,Pyyhtia,0,0,8482451,L,0,0,20252026,114,22.8,68,13.6,L,Mikael Pyyhtia,CBJ,3078,615.6,45.2647
3518,703.6,5,Callahan,0,0,8480828,D,5,1,20252026,374,74.8,93,18.6,L,Michael Callahan,BOS,3897,779.4,41.90322
2635,527,5,Pelletier,0,NA,8481592,L,168,33.6,20252026,0,0,75,15,L,Jakob Pelletier,TBL,2803,560.6,37.37333
2696,539.2,5,Luff,0,0,8479644,R,44,8.8,20252026,0,0,68,13.6,R,Matt Luff,STL,2740,548,40.29411
1232,246.4,5,Geertsen,0,0,8477419,L,4,0.8,20252026,0,0,34,6.8,L,Mason Geertsen,BUF,1236,247.2,36.35294
2879,575.8,5,Xhekaj,0,NA,8484403,L,0,0,20252026,0,0,63,12.6,L,Florian Xhekaj,MTL,2879,575.8,45.69841
4498,1124.5,4,Alscher,0,NA,8483687,D,0,0,20252026,388,97,101,25.25,L,Marek Alscher,FLA,4886,1221.5,48.37623
2888,722,4,Stillman,0,NA,8479388,D,0,0,20252026,0,0,73,18.25,L,Riley Stillman,EDM,2888,722,39.56164
2498,624.5,4,Megna,0,0,8477034,D,0,0,20252026,51,12.75,54,13.5,L,Jaycob Megna,VGK,2549,637.25,47.2037
2885,721.25,4,Wiebe,0,NA,8483709,D,0,0,20252026,0,0,69,17.25,L,Abram Wiebe,CGY,2885,721.25,41.81159
1919,479.75,4,Hutson,0,NA,8485511,R,0,0,20252026,0,0,49,12.25,R,Quinn Hutson,EDM,1919,479.75,39.16326
3200,800,4,Kerins,0,0,8482209,C,383,95.75,20252026,16,4,75,18.75,L,Rory Kerins,CGY,3599,899.75,47.98666
2800,700,4,Rondbjerg,0,NA,8480007,R,0,0,20252026,99,24.75,68,17,L,Jonas Rondbjerg,VGK,2899,724.75,42.63235
2128,532,4,Luchanko,0,0,8484779,C,0,0,20252026,24,6,45,11.25,R,Jett Luchanko,PHI,2152,538,47.82222
2248,562,4,Blümel,0,0,8481712,R,360,90,20252026,0,0,50,12.5,L,Matej Blümel,BOS,2608,652,52.16
3073,768.25,4,Brind'Amour,0,0,8480291,C,50,12.5,20252026,481,120.25,76,19,L,Skyler Brind'Amour,CAR,3604,901,47.42105
3231,807.75,4,Protas,0,NA,8484999,L,583,145.75,20252026,0,0,77,19.25,L,Ilya Protas,WSH,3814,953.5,49.53246
2893,723.25,4,Pickering,0,0,8483503,D,1,0.25,20252026,9,2.25,73,18.25,L,Owen Pickering,PIT,2903,725.75,39.76712
2150,537.5,4,Danforth,0,NA,8479941,R,30,7.5,20252026,629,157.25,71,17.75,R,Justin Danforth,BUF,2809,702.25,39.56338
3278,819.5,4,Hovorka,0,NA,8484933,D,9,2.25,20252026,291,72.75,80,20,R,Mikulas Hovorka,FLA,3578,894.5,44.725
2493,623.25,4,Tufte,0,0,8479362,L,308,77,20252026,0,0,56,14,L,Riley Tufte,BOS,2801,700.25,50.01785
1819,454.75,4,Polin,0,NA,8484255,R,0,0,20252026,0,0,46,11.5,R,Jason Polin,COL,1819,454.75,39.54347
2887,721.75,4,Haymes,0,NA,8485467,C,88,22,20252026,278,69.5,70,17.5,L,Luke Haymes,TOR,3253,813.25,46.47142
1513,378.25,4,Nielsen,0,NA,8483039,C,0,0,20252026,0,0,38,9.5,L,Tristen Nielsen,COL,1513,378.25,39.81578
3905,976.25,4,Jansson,0,NA,8483712,D,39,9.75,20252026,201,50.25,89,22.25,R,Ludvig Jansson,FLA,4145,1036.25,46.57303
1849,462.25,4,Blidh,0,0,8477320,L,0,0,20252026,0,0,47,11.75,L,Anton Blidh,NYR,1849,462.25,39.34042
3076,769,4,Yakemchuk,87,87,8484759,D,410,102.5,20252026,2,0.5,88,22,R,Carter Yakemchuk,OTT,3488,872,39.63636
3469,867.25,4,Thrun,0,0,8481567,D,0,0,20252026,98,24.5,80,20,L,Henry Thrun,TOR,3567,891.75,44.5875
3159,789.75,4,George,0,NA,8483448,D,0,0,20252026,50,12.5,74,18.5,L,Isaiah George,NYI,3209,802.25,43.36486
1982,495.5,4,Gaucher,0,0,8481848,C,6,1.5,20252026,126,31.5,49,12.25,R,Jacob Gaucher,PHI,2114,528.5,43.14285
1140,380,3,MacEwen,0,0,8479772,R,0,0,20252026,0,0,26,8.66666,R,Zack MacEwen,NJD,1140,380,43.84615
1447,482.33333,3,Morton,0,0,8484821,C,8,2.66666,20252026,225,75,39,13,L,Sam Morton,CGY,1680,560,43.07692
1706,568.66666,3,Phillips,0,NA,8482192,D,0,0,20252026,7,2.33333,41,13.66666,L,Isaak Phillips,WPG,1713,571,41.78048
1584,528,3,Englund,0,0,8477971,D,0,0,20252026,3,1,38,12.66666,L,Andreas Englund,NSH,1587,529,41.76315
1409,469.66666,3,Jarventie,0,0,8482162,L,32,10.66666,20252026,0,0,40,13.33333,L,Roby Jarventie,EDM,1441,480.33333,36.025
2689,896.33333,3,Coghlan,0,NA,8479639,D,21,7,20252026,0,0,60,20,R,Dylan Coghlan,VGK,2710,903.33333,45.16666
1621,540.33333,3,Hayden,0,0,8477401,C,0,0,20252026,193,64.33333,42,14,R,John Hayden,SEA,1814,604.66666,43.19047
1512,504,3,Mayo,0,NA,8478062,D,0,0,20252026,0,0,37,12.33333,R,Dysin Mayo,CBJ,1512,504,40.86486
1317,439,3,Hughes,0,NA,8478888,C,0,0,20252026,0,0,29,9.66666,L,Cameron Hughes,DAL,1317,439,45.41379
2528,842.66666,3,Murchison,0,0,8482804,D,0,0,20252026,173,57.66666,62,20.66666,L,Ty Murchison,PHI,2701,900.33333,43.56451
2045,681.66666,3,Poitras,0,0,8483505,C,136,45.33333,20252026,0,0,48,16,R,Matthew Poitras,BOS,2181,727,45.4375
2744,914.66666,3,Cagnoni,0,NA,8484152,D,501,167,20252026,0,0,57,19,L,Luca Cagnoni,SJS,3245,1081.66666,56.92982
2073,691,3,Uchacz,0,NA,8485251,C,73,24.33333,20252026,47,15.66666,52,17.33333,R,Kai Uchacz,VGK,2193,731,42.17307
1562,520.66666,3,Wilson,0,0,8475253,L,0,0,20252026,0,0,39,13,L,Garrett Wilson,PHI,1562,520.66666,40.05128
3119,1039.66666,3,Villeneuve,0,NA,8482174,D,0,0,20252026,0,0,66,22,R,William Villeneuve,TOR,3119,1039.66666,47.25757
1740,580,3,Brisson,0,0,8482153,C,166,55.33333,20252026,0,0,40,13.33333,L,Brendan Brisson,NYR,1906,635.33333,47.65
1312,437.33333,3,Stromgren,0,NA,8482766,L,0,0,20252026,0,0,32,10.66666,L,William Stromgren,CGY,1312,437.33333,41
2472,824,3,McWard,0,0,8484287,D,0,0,20252026,0,0,47,15.66666,R,Cole McWard,NYI,2472,824,52.59574
2262,754,3,Mackey,0,0,8482067,D,0,0,20252026,39,13,51,17,L,Connor Mackey,NYR,2301,767,45.11764
1393,464.33333,3,Gaucher,0,NA,8483444,C,0,0,20252026,51,17,37,12.33333,R,Nathan Gaucher,ANA,1444,481.33333,39.02702
1897,632.33333,3,Katchouk,0,NA,8479383,L,0,0,20252026,297,99,49,16.33333,L,Boris Katchouk,TBL,2194,731.33333,44.77551
2809,936.33333,3,Kudryavtsev,0,0,8483467,D,0,0,20252026,5,1.66666,60,20,L,Kirill Kudryavtsev,VAN,2814,938,46.9
1879,626.33333,3,McGing,0,NA,8481070,L,78,26,20252026,0,0,50,16.66666,L,Hugh McGing,STL,1957,652.33333,39.14
1692,564,3,Duehr,0,0,8482652,R,0,0,20252026,18,6,44,14.66666,R,Walker Duehr,WPG,1710,570,38.86363
1782,594,3,Martin,0,0,8485405,C,273,91,20252026,0,0,39,13,R,Brady Martin,NSH,2055,685,52.6923
1735,578.33333,3,Cootes,0,NA,8485385,C,205,68.33333,20252026,0,0,44,14.66666,R,Braeden Cootes,VAN,1940,646.66666,44.0909
1896,632,3,Middleton,0,NA,8479387,D,0,0,20252026,40,13.33333,38,12.66666,L,Keaton Middleton,COL,1936,645.33333,50.94736
1608,536,3,Hunt,0,0,8478211,L,0,0,20252026,0,0,35,11.66666,L,Dryden Hunt,CGY,1608,536,45.94285
2351,783.66666,3,Pinelli,109,54.5,8484214,C,127,42.33333,20252026,0,0,50,16.66666,L,Luca Pinelli,CBJ,2478,826,49.56
1650,550,3,Yager,0,NA,8484242,C,0,0,20252026,328,109.33333,49,16.33333,R,Brayden Yager,WPG,1978,659.33333,40.36734
1527,509,3,Giles,0,0,8480825,R,1,0.33333,20252026,68,22.66666,38,12.66666,R,Patrick Giles,SJS,1596,532,42
1571,523.66666,3,Johnson,0,NA,8481564,D,0,0,20252026,49,16.33333,34,11.33333,L,Ryan Johnson,BUF,1620,540,47.64705
2538,846,3,Skoog,0,NA,8484380,C,111,37,20252026,54,18,59,19.66666,L,Wilmer Skoog,FLA,2703,901,45.81355
1741,580.33333,3,Roy,0,0,8482749,R,21,7,20252026,0,0,37,12.33333,L,Joshua Roy,MTL,1762,587.33333,47.62162
2161,1080.5,2,Casey,0,NA,8483429,D,0,0,20252026,0,0,48,24,R,Seamus Casey,NJD,2161,1080.5,45.02083
2113,1056.5,2,Gustafsson,0,NA,8476979,D,136,68,20252026,0,0,45,22.5,L,Erik Gustafsson,DET,2249,1124.5,49.97777
1746,873,2,Hagens,0,NA,8485395,C,0,0,20252026,0,0,37,18.5,L,James Hagens,BOS,1746,873,47.18918
863,431.5,2,Dowling,0,0,8475413,C,0,0,20252026,0,0,24,12,L,Justin Dowling,NYR,863,431.5,35.95833
1577,788.5,2,Reinbacher,0,NA,8484220,D,0,0,20252026,0,0,36,18,R,David Reinbacher,MTL,1577,788.5,43.80555
992,496,2,Connors,0,NA,8483675,C,35,17.5,20252026,12,6,27,13.5,L,Kenny Connors,LAK,1039,519.5,38.48148
1184,592,2,Tverberg,0,NA,8482525,C,0,0,20252026,0,0,27,13.5,R,Ryan Tverberg,TOR,1184,592,43.85185
1589,794.5,2,Poulin,0,0,8481591,R,0,0,20252026,69,34.5,30,15,L,Samuel Poulin,PIT,1658,829,55.26666
1585,792.5,2,Slavin,0,NA,8481004,L,0,0,20252026,217,108.5,38,19,L,Josiah Slavin,CAR,1802,901,47.42105
1282,641,2,Robidas,0,NA,8482785,C,0,0,20252026,0,0,29,14.5,R,Justin Robidas,CAR,1282,641,44.20689
837,418.5,2,Donovan,0,0,8483435,D,0,0,20252026,7,3.5,20,10,L,Jorian Donovan,OTT,844,422,42.2
1134,567,2,Kaliyev,0,0,8481560,R,139,69.5,20252026,0,0,28,14,L,Arthur Kaliyev,OTT,1273,636.5,45.46428
715,357.5,2,Bourgault,0,NA,8482673,R,0,0,20252026,0,0,18,9,R,Xavier Bourgault,OTT,715,357.5,39.72222
2048,1024,2,Gustafsson Nyberg,0,NA,8486166,D,0,0,20252026,507,253.5,48,24,L,Viking Gustafsson Nyberg,MIN,2555,1277.5,53.22916
1235,617.5,2,Trineyev,0,NA,8482167,R,28,14,20252026,0,0,31,15.5,R,Bogdan Trineyev,WSH,1263,631.5,40.74193
1310,655,2,Forbort,0,NA,8475762,D,0,0,20252026,362,181,39,19.5,L,Derek Forbort,VAN,1672,836,42.87179
738,738,1,Booth,0,NA,8483699,D,0,0,20252026,0,0,20,20,L,Angus Booth,LAK,738,738,36.9
428,428,1,Richard,0,NA,8478409,C,0,0,20252026,0,0,10,10,L,Anthony Richard,PHI,428,428,42.8
1097,1097,1,Fensore,0,NA,8481562,D,0,0,20252026,65,65,27,27,L,Domenick Fensore,CAR,1162,1162,43.03703
645,645,1,Skinner,0,0,8481715,D,0,0,20252026,0,0,16,16,R,Hunter Skinner,STL,645,645,40.3125
580,580,1,Rifai,0,0,8483546,D,0,0,20252026,0,0,14,14,L,Marshall Rifai,TOR,580,580,41.42857
840,840,1,McDonald,0,NA,8483760,D,0,0,20252026,71,71,27,27,L,Hunter McDonald,PHI,911,911,33.74074
826,826,1,Unger Sorum,0,NA,8484392,R,47,47,20252026,2,2,17,17,R,Felix Unger Sorum,CAR,875,875,51.47058
1342,1342,1,Livanavage,0,NA,8486169,D,172,172,20252026,0,0,21,21,NA,Jake Livanavage,PIT,1514,1514,72.09523
677,677,1,Foudy,0,NA,8480853,C,0,0,20252026,0,0,14,14,L,Liam Foudy,NYI,677,677,48.35714
867,867,1,Bonk,0,NA,8484148,D,0,0,20252026,121,121,27,27,R,Oliver Bonk,PHI,988,988,36.59259
445,445,1,Lachance,0,0,8482941,L,0,0,20252026,0,0,10,10,L,Shane Lachance,NJD,445,445,44.5
1005,1005,1,Lundmark,0,NA,8481547,D,0,0,20252026,0,0,24,24,R,Simon Lundmark,TBL,1005,1005,41.875
952,952,1,Gravel,0,NA,8475857,D,0,0,20252026,44,44,21,21,L,Kevin Gravel,NSH,996,996,47.42857
661,661,1,O'Hara,0,NA,8483696,R,22,22,20252026,0,0,15,15,R,Cole O'Hara,NSH,683,683,45.53333
572,572,1,LaBate,0,NA,8476425,C,0,0,20252026,0,0,16,16,L,Joseph LaBate,VAN,572,572,35.75
493,493,1,Tynan,0,NA,8476391,C,0,0,20252026,0,0,12,12,R,T.J. Tynan,COL,493,493,41.08333
1033,1033,1,Miromanov,0,NA,8482624,D,0,0,20252026,36,36,30,30,R,Daniil Miromanov,CGY,1069,1069,35.63333
741,741,1,Benning,0,0,8476988,D,0,0,20252026,5,5,21,21,R,Matthew Benning,TOR,746,746,35.5238
312,312,1,Kuntar,0,NA,8482479,C,0,0,20252026,0,0,8,8,L,Trevor Kuntar,BUF,312,312,39
781,781,1,Eklund,0,NA,8485388,R,149,149,20252026,0,0,18,18,R,Victor Eklund,NYI,930,930,51.66666
514,514,1,Lavoie,0,NA,8481534,C,0,0,20252026,0,0,12,12,R,Raphael Lavoie,VGK,514,514,42.83333
697,697,1,Luneau,0,NA,8483482,D,0,0,20252026,0,0,16,16,R,Tristan Luneau,ANA,697,697,43.5625
635,635,1,Merkulov,0,NA,8483567,C,0,0,20252026,0,0,14,14,L,Georgii Merkulov,BOS,635,635,45.35714
542,542,1,Lambos,0,NA,8482781,D,0,0,20252026,74,74,17,17,L,Carson Lambos,MIN,616,616,36.23529
845,845,1,Oesterle,0,NA,8477851,D,0,0,20252026,0,0,18,18,L,Jordan Oesterle,NSH,845,845,46.94444
661,661,1,Harvey-Pinard,0,NA,8481093,L,0,0,20252026,0,0,16,16,L,Rafael Harvey-Pinard,PIT,661,661,41.3125
495,495,1,Légaré,0,0,8481594,R,0,0,20252026,0,0,10,10,R,Nathan Légaré,NJD,495,495,49.5
873,873,1,Seeley,0,NA,8482187,D,0,0,20252026,39,39,19,19,L,Ronan Seeley,CAR,912,912,48
521,521,1,Duke,0,NA,8482663,L,41,41,20252026,0,0,14,14,L,Dylan Duke,TBL,562,562,40.14285
584,584,1,Rooney,0,NA,8479291,C,0,0,20252026,0,0,14,14,L,Kevin Rooney,UTA,584,584,41.71428
690,690,1,Broz,0,NA,8482698,C,0,0,20252026,0,0,15,15,L,Tristan Broz,PIT,690,690,46
