ev_time_on_ice,ev_time_on_ice_per_game,games_played,last_name,ot_time_on_ice,ot_time_on_ice_per_ot_game,player_id,position_code,pp_time_on_ice,pp_time_on_ice_per_game,season_id,sh_time_on_ice,sh_time_on_ice_per_game,shifts,shifts_per_game,shoots_catches,skater_full_name,team_abbrevs,time_on_ice,time_on_ice_per_game,time_on_ice_per_shift
24725,588.69047,42,Abols,0,0,8479022,C,99,2.35714,20252026,1638,39,611,14.54761,L,Rodrigo Abols,PHI,26462,630.04761,43.30932
31537,750.88095,42,Newhook,448,37.33333,8481618,C,2575,61.30952,20252026,2389,56.88095,751,17.88095,L,Alex Newhook,MTL,36501,869.07142,48.60319
34994,833.19047,42,Reilly,0,0,8476422,D,304,7.23809,20252026,2415,57.5,889,21.16666,L,Mike Reilly,CAR,37713,897.92857,42.42182
27546,655.85714,42,Kotkaniemi,0,0,8480829,C,694,16.5238,20252026,364,8.66666,623,14.83333,L,Jesperi Kotkaniemi,CAR,28604,681.04761,45.91332
32803,800.07317,41,Kapanen,81,9,8477953,R,637,15.53658,20252026,2453,59.82926,743,18.12195,R,Kasperi Kapanen,EDM,35893,875.43902,48.3082
27615,673.53658,41,Lardis,393,32.75,8484185,L,3550,86.58536,20252026,6,0.14634,693,16.90243,L,Nick Lardis,CHI,31171,760.26829,44.97979
33808,824.58536,41,Bogosian,0,0,8474567,D,100,2.43902,20252026,1871,45.63414,717,17.4878,R,Zach Bogosian,MIN,35779,872.65853,49.90097
40116,978.43902,41,Jokiharju,4,0.5,8480035,D,1442,35.17073,20252026,2241,54.65853,951,23.19512,R,Henri Jokiharju,BOS,43799,1068.26829,46.05573
22836,570.9,40,Wiesblatt,0,0,8482103,C,37,0.925,20252026,1564,39.1,540,13.5,R,Ozzy Wiesblatt,NSH,24437,610.925,45.2537
23709,592.725,40,Christiansen,0,0,8481161,D,4,0.1,20252026,392,9.8,509,12.725,L,Jake Christiansen,CBJ,24105,602.625,47.35756
33753,843.825,40,DeSimone,0,0,8480084,D,68,1.7,20252026,290,7.25,784,19.6,R,Nick DeSimone,UTA,34111,852.775,43.50892
31747,793.675,40,Kampf,38,6.33333,8480144,C,99,2.475,20252026,3502,87.55,809,20.225,L,David Kampf,"VAN,WSH",35348,883.7,43.69344
25388,634.7,40,Greenway,178,19.77777,8478413,L,43,1.075,20252026,4437,110.925,734,18.35,L,Jordan Greenway,BUF,29868,746.7,40.69209
23721,608.23076,39,Washe,65,5.41666,8485512,C,49,1.25641,20252026,4432,113.64102,705,18.07692,L,Tim Washe,ANA,28202,723.1282,40.00283
36786,943.23076,39,Timmins,103,9.36363,8479982,D,33,0.84615,20252026,7084,181.64102,961,24.64102,R,Conor Timmins,BUF,43903,1125.71794,45.6847
27606,707.84615,39,Koivunen,0,0,8482758,R,2198,56.35897,20252026,2,0.05128,623,15.97435,L,Ville Koivunen,PIT,29806,764.25641,47.84269
42998,1102.51282,39,Slavin,590,53.63636,8476958,D,208,5.33333,20252026,6660,170.76923,977,25.05128,L,Jaccob Slavin,CAR,49866,1278.61538,51.03991
31675,812.17948,39,Myers,0,0,8479026,D,11,0.28205,20252026,2345,60.1282,811,20.79487,R,Philippe Myers,TOR,34031,872.58974,41.96177
41534,1064.97435,39,Guhle,91,10.11111,8482087,D,48,1.23076,20252026,3961,101.5641,868,22.25641,L,Kaiden Guhle,MTL,45543,1167.76923,52.46889
30713,787.51282,39,Pachal,0,0,8481167,D,6,0.15384,20252026,1750,44.87179,817,20.94871,R,Brayden Pachal,CGY,32469,832.53846,39.74173
31952,840.8421,38,Nystrom,38,4.22222,8482911,D,126,3.31578,20252026,2546,67,830,21.8421,R,Joel Nystrom,CAR,34624,911.15789,41.71566
25803,679.02631,38,Hoglander,0,0,8481535,L,464,12.21052,20252026,3,0.07894,592,15.57894,L,Nils Hoglander,VAN,26270,691.31578,44.375
22999,605.23684,38,Noesen,0,0,8476474,R,3680,96.8421,20252026,121,3.18421,623,16.39473,R,Stefan Noesen,NJD,26800,705.26315,43.01765
20814,547.73684,38,O'Brien,0,0,8477070,C,43,1.13157,20252026,0,0,523,13.76315,L,Liam O'Brien,UTA,20857,548.86842,39.87954
28232,742.94736,38,Fleury,70,8.75,8477938,D,413,10.86842,20252026,3109,81.81578,691,18.18421,L,Haydn Fleury,WPG,31754,835.63157,45.95369
29308,792.1081,37,Gridin,399,44.33333,8484860,R,4308,116.43243,20252026,49,1.32432,704,19.02702,L,Matvei Gridin,CGY,33665,909.86486,47.8196
39319,1062.67567,37,Pesce,118,19.66666,8477488,D,208,5.62162,20252026,5550,150,874,23.62162,R,Brett Pesce,NJD,45077,1218.29729,51.57551
22066,596.37837,37,Rosen,30,3,8482765,R,3474,93.89189,20252026,0,0,573,15.48648,L,Isak Rosen,"BUF,WPG",25540,690.27027,44.57242
20079,542.67567,37,Gregor,0,0,8479393,L,495,13.37837,20252026,649,17.54054,509,13.75675,L,Noah Gregor,FLA,21223,573.59459,41.69548
32780,885.94594,37,Parekh,308,51.33333,8484768,D,5249,141.86486,20252026,29,0.78378,802,21.67567,R,Zayne Parekh,CGY,38058,1028.59459,47.45386
33348,901.29729,37,Gudbranson,0,0,8475790,D,4,0.1081,20252026,6100,164.86486,765,20.67567,R,Erik Gudbranson,CBJ,39452,1066.27027,51.57124
27229,735.91891,37,Dach,264,24,8481523,C,3043,82.24324,20252026,47,1.27027,634,17.13513,R,Kirby Dach,MTL,30319,819.43243,47.82176
19111,530.86111,36,Ward,0,0,8483406,R,1342,37.27777,20252026,0,0,477,13.25,R,Taylor Ward,LAK,20453,568.13888,42.8784
20209,561.36111,36,Melanson,0,0,8482874,R,23,0.63888,20252026,0,0,482,13.38888,R,Jacob Melanson,SEA,20232,562,41.9751
18640,517.77777,36,Bastian,0,0,8479414,R,32,0.88888,20252026,0,0,430,11.94444,R,Nathan Bastian,DAL,18672,518.66666,43.42325
30746,878.45714,35,Crozier,25,3.125,8481719,D,50,1.42857,20252026,2828,80.8,692,19.77142,R,Max Crozier,TBL,33624,960.68571,48.58959
18471,527.74285,35,Beecher,4,0.5,8481556,C,133,3.8,20252026,3308,94.51428,544,15.54285,L,John Beecher,"BOS,CGY",21912,626.05714,40.27941
30505,871.57142,35,Blueger,172,21.5,8476927,C,242,6.91428,20252026,3928,112.22857,770,22,L,Teddy Blueger,VAN,34675,990.71428,45.03246
19720,563.42857,35,Edstrom,0,0,8481726,C,25,0.71428,20252026,123,3.51428,487,13.91428,L,Adam Edstrom,NYR,19868,567.65714,40.79671
30525,897.79411,34,Brzustewicz,43,4.77777,8484150,D,2041,60.02941,20252026,360,10.58823,739,21.73529,R,Hunter Brzustewicz,CGY,32926,968.41176,44.5548
19072,560.94117,34,Dunne,0,0,8482623,C,67,1.97058,20252026,191,5.61764,457,13.44117,L,Joshua Dunne,BUF,19330,568.52941,42.29759
25656,754.58823,34,Kesselring,17,1.88888,8480891,D,2,0.05882,20252026,1667,49.02941,614,18.05882,R,Michael Kesselring,BUF,27325,803.67647,44.50325
22184,652.47058,34,Kerfoot,0,0,8477021,C,805,23.67647,20252026,3095,91.02941,665,19.55882,L,Alexander Kerfoot,UTA,26084,767.17647,39.22406
26962,793,34,Vaakanainen,0,0,8480001,D,17,0.5,20252026,1286,37.82352,632,18.58823,L,Urho Vaakanainen,NYR,28265,831.32352,44.7231
33118,974.05882,34,Kovacevic,34,6.8,8480192,D,81,2.38235,20252026,3249,95.55882,699,20.55882,R,Johnathan Kovacevic,NJD,36448,1072,52.14306
23174,702.24242,33,Hameenaho,0,0,8484177,R,945,28.63636,20252026,0,0,554,16.78787,R,Lenni Hameenaho,NJD,24119,730.87878,43.5361
24992,757.33333,33,Zamula,0,0,8481178,D,6,0.18181,20252026,875,26.51515,560,16.96969,L,Egor Zamula,"PHI,CBJ",25873,784.0303,46.20178
29043,880.0909,33,Hedman,218,36.33333,8475167,D,4363,132.21212,20252026,3951,119.72727,762,23.0909,L,Victor Hedman,TBL,37357,1132.0303,49.02493
23206,703.21212,33,Capobianco,0,0,8478476,D,800,24.24242,20252026,18,0.54545,540,16.36363,L,Kyle Capobianco,DAL,24024,728,44.48888
14845,463.90625,32,Pitlick,0,0,8475752,C,56,1.75,20252026,23,0.71875,323,10.09375,R,Tyler Pitlick,MIN,14924,466.375,46.20433
23527,735.21875,32,Stenberg,31,3.875,8484230,C,559,17.46875,20252026,2062,64.4375,615,19.21875,L,Otto Stenberg,STL,26148,817.125,42.51707
21674,677.3125,32,Hunt,0,0,8482094,D,309,9.65625,20252026,1880,58.75,532,16.625,L,Daemon Hunt,MIN,23863,745.71875,44.85526
31805,993.90625,32,Leddy,44,4.88888,8475181,D,117,3.65625,20252026,2389,74.65625,654,20.4375,L,Nick Leddy,SJS,34311,1072.21875,52.4633
32236,1007.375,32,Salomonsson,120,9.23076,8483510,D,694,21.6875,20252026,1558,48.6875,754,23.5625,R,Elias Salomonsson,WPG,34488,1077.75,45.74005
20334,635.4375,32,Skinner,0,0,8475784,L,3363,105.09375,20252026,0,0,517,16.15625,L,Jeff Skinner,SJS,23697,740.53125,45.83558
15803,509.77419,31,Deslauriers,0,0,8475235,L,3,0.09677,20252026,92,2.96774,360,11.6129,L,Nicolas Deslauriers,"PHI,CAR",15898,512.8387,44.16111
23809,768.03225,31,Joseph,52,7.42857,8480058,D,84,2.70967,20252026,854,27.54838,602,19.41935,L,Pierre-Olivier Joseph,VAN,24747,798.29032,41.10797
26789,864.16129,31,Tkachuk,507,101.4,8479314,L,6650,214.51612,20252026,604,19.48387,647,20.87096,L,Matthew Tkachuk,FLA,34043,1098.16129,52.61669
14575,470.16129,31,Milano,0,0,8477947,L,1948,62.8387,20252026,0,0,367,11.8387,L,Sonny Milano,WSH,16523,533,45.02179
11842,394.73333,30,Halliday,0,0,8483676,C,3467,115.56666,20252026,10,0.33333,401,13.36666,L,Stephen Halliday,OTT,15319,510.63333,38.20199
22405,746.83333,30,Solovyov,0,0,8482470,D,63,2.1,20252026,476,15.86666,505,16.83333,L,Ilya Solovyov,"COL,PIT",22944,764.8,45.43366
21108,727.86206,29,Kessel,0,0,8482516,D,5,0.17241,20252026,701,24.17241,488,16.82758,R,Matthew Kessel,STL,21814,752.20689,44.70081
19721,680.03448,29,Nesterenko,0,0,8481754,C,134,4.62068,20252026,1472,50.75862,510,17.5862,L,Nikita Nesterenko,ANA,21327,735.41379,41.81764
24735,852.93103,29,Morrow,61,7.625,8482666,D,2494,86,20252026,35,1.20689,577,19.89655,R,Scott Morrow,NYR,27264,940.13793,47.25129
19345,667.06896,29,But,0,0,8484388,L,2343,80.7931,20252026,9,0.31034,482,16.62068,R,Daniil But,UTA,21697,748.17241,45.01452
17091,589.34482,29,Howard,0,0,8483455,L,850,29.31034,20252026,0,0,387,13.34482,L,Isaac Howard,EDM,17941,618.65517,46.35917
14937,515.06896,29,Lafferty,69,9.85714,8478043,C,22,0.75862,20252026,0,0,354,12.20689,R,Sam Lafferty,CHI,14959,515.82758,42.25706
24959,860.65517,29,Dubois,204,68,8479400,C,3989,137.55172,20252026,322,11.10344,607,20.93103,L,Pierre-Luc Dubois,WSH,29270,1009.31034,48.22075
20698,713.72413,29,Reichel,249,24.9,8482117,L,913,31.48275,20252026,50,1.72413,466,16.06896,L,Lukas Reichel,"CHI,VAN,BOS",21661,746.93103,46.48283
15690,541.03448,29,Schwindt,19,3.8,8481655,R,397,13.68965,20252026,1379,47.55172,421,14.51724,R,Cole Schwindt,FLA,17466,602.27586,41.48693
24133,832.17241,29,Foerster,571,57.1,8482159,R,3864,133.24137,20252026,2101,72.44827,660,22.75862,R,Tyson Foerster,PHI,30098,1037.86206,45.60303
23730,818.27586,29,Regula,0,0,8480831,D,21,0.72413,20252026,1425,49.13793,527,18.17241,R,Alec Regula,EDM,25176,868.13793,47.77229
25048,894.57142,28,Simashev,0,0,8484386,D,37,1.32142,20252026,296,10.57142,570,20.35714,L,Dmitri Simashev,UTA,25381,906.46428,44.52807
16400,585.71428,28,Nyman,0,0,8483497,R,1354,48.35714,20252026,0,0,407,14.53571,L,Jani Nyman,SEA,17754,634.07142,43.62162
16020,572.14285,28,Danielson,0,0,8484160,C,2512,89.71428,20252026,37,1.32142,436,15.57142,R,Nate Danielson,DET,18569,663.17857,42.58944
18451,658.96428,28,Holtz,41,5.85714,8482125,R,751,26.82142,20252026,86,3.07142,419,14.96428,R,Alexander Holtz,VGK,19288,688.85714,46.03341
14727,525.96428,28,Bains,65,10.83333,8483395,L,451,16.10714,20252026,288,10.28571,370,13.21428,L,Arshdeep Bains,VAN,15466,552.35714,41.8
23384,835.14285,28,Chernyshov,100,20,8484994,L,1905,68.03571,20252026,8,0.28571,496,17.71428,R,Igor Chernyshov,SJS,25297,903.46428,51.00201
15250,544.64285,28,Chmelar,0,0,8482877,R,121,4.32142,20252026,3,0.10714,354,12.64285,R,Jaroslav Chmelar,NYR,15374,549.07142,43.42937
19087,681.67857,28,Hayes,0,0,8475763,R,1853,66.17857,20252026,16,0.57142,452,16.14285,L,Kevin Hayes,PIT,20956,748.42857,46.36283
21073,752.60714,28,Boqvist,0,0,8480871,D,732,26.14285,20252026,196,7,500,17.85714,R,Adam Boqvist,NYI,22001,785.75,44.002
14291,510.39285,28,Jones,0,0,8480259,C,106,3.78571,20252026,440,15.71428,324,11.57142,L,Ben Jones,MIN,14837,529.89285,45.7932
23158,857.7037,27,Seguin,452,56.5,8475794,C,3368,124.74074,20252026,466,17.25925,554,20.51851,R,Tyler Seguin,DAL,26992,999.7037,48.72202
23379,865.88888,27,Iorio,0,0,8482861,D,84,3.11111,20252026,2031,75.22222,515,19.07407,R,Vincent Iorio,"SJS,NYR",25494,944.22222,49.50291
14729,545.51851,27,Aston-Reese,0,0,8479944,L,59,2.18518,20252026,980,36.29629,371,13.74074,L,Zach Aston-Reese,CBJ,15768,584,42.50134
12400,476.92307,26,Sabourin,0,0,8477149,R,6,0.23076,20252026,0,0,298,11.46153,R,Scott Sabourin,TBL,12406,477.15384,41.63087
17971,691.1923,26,Jiricek,0,0,8483460,D,159,6.11538,20252026,614,23.61538,402,15.46153,R,David Jiricek,"MIN,PHI",18744,720.92307,46.62686
20494,788.23076,26,Chisholm,0,0,8480990,D,489,18.80769,20252026,429,16.5,428,16.46153,L,Declan Chisholm,WSH,21412,823.53846,50.02803
12939,497.65384,26,Rempe,0,0,8482460,C,481,18.5,20252026,8,0.30769,310,11.92307,R,Matt Rempe,NYR,13428,516.46153,43.31612
19798,761.46153,26,Hamonic,122,17.42857,8474612,D,73,2.80769,20252026,2559,98.42307,528,20.30769,R,Travis Hamonic,DET,22430,862.6923,42.48106
16648,665.92,25,L'Heureux,0,0,8482742,L,669,26.76,20252026,2769,110.76,448,17.92,L,Zachary L'Heureux,NSH,20086,803.44,44.83482
15249,609.96,25,Gaunce,0,0,8476867,C,78,3.12,20252026,2527,101.08,408,16.32,L,Brendan Gaunce,CBJ,17854,714.16,43.7598
20208,808.32,25,Palmieri,174,24.85714,8475151,C,5497,219.88,20252026,2610,104.4,551,22.04,R,Kyle Palmieri,NYI,28315,1132.6,51.38838
14144,565.76,25,Lambert,1,0.2,8483471,C,2065,82.6,20252026,0,0,361,14.44,R,Brad Lambert,WPG,16209,648.36,44.90027
14117,588.20833,24,Lammikko,0,0,8477996,C,40,1.66666,20252026,63,2.625,330,13.75,L,Juho Lammikko,NJD,14220,592.5,43.0909
19167,798.625,24,Mancini,0,0,8483768,D,141,5.875,20252026,470,19.58333,412,17.16666,R,Victor Mancini,VAN,19778,824.08333,48.00485
16888,703.66666,24,Regenda,0,0,8483630,L,2117,88.20833,20252026,217,9.04166,416,17.33333,L,Pavol Regenda,SJS,19222,800.91666,46.20673
14505,604.375,24,Samanski,0,0,8484509,C,32,1.33333,20252026,667,27.79166,384,16,L,Josh Samanski,EDM,15204,633.5,39.59375
16625,692.70833,24,McGroarty,0,0,8483487,R,238,9.91666,20252026,361,15.04166,382,15.91666,L,Rutger McGroarty,PIT,17224,717.66666,45.089
14377,599.04166,24,Dadonov,0,0,8474149,L,964,40.16666,20252026,2,0.08333,348,14.5,L,Evgenii Dadonov,NJD,15343,639.29166,44.08908
12127,527.26086,23,Quillan,0,0,8484901,C,29,1.26086,20252026,2016,87.65217,325,14.13043,L,Jacob Quillan,TOR,14172,616.17391,43.60615
16778,729.47826,23,White,0,0,8478841,D,0,0,20252026,135,5.86956,391,17,L,Colton White,NJD,16913,735.34782,43.25575
19835,862.3913,23,Mahura,81,11.57142,8479372,D,123,5.34782,20252026,1655,71.95652,482,20.95652,L,Josh Mahura,SEA,21613,939.69565,44.84024
21220,922.60869,23,Fleury,54,7.71428,8479985,D,329,14.30434,20252026,939,40.82608,470,20.43478,R,Cale Fleury,SEA,22488,977.73913,47.8468
13195,599.77272,22,Pospisil,0,0,8481028,C,68,3.0909,20252026,137,6.22727,342,15.54545,L,Martin Pospisil,CGY,13400,609.0909,39.18128
11796,536.18181,22,Tomasek,66,9.42857,8485493,R,2371,107.77272,20252026,34,1.54545,298,13.54545,R,David Tomasek,EDM,14201,645.5,47.65436
19503,886.5,22,Graves,0,0,8477435,D,6,0.27272,20252026,692,31.45454,406,18.45454,L,Ryan Graves,PIT,20201,918.22727,49.75615
10494,499.71428,21,Jones,0,0,8479368,L,22,1.04761,20252026,0,0,268,12.7619,L,Max Jones,EDM,10516,500.7619,39.2388
14957,712.23809,21,Nosek,6,2,8477931,L,31,1.47619,20252026,2796,133.14285,388,18.47619,L,Tomas Nosek,FLA,17784,846.85714,45.83505
14413,686.33333,21,Fabbri,0,0,8477952,C,279,13.28571,20252026,186,8.85714,324,15.42857,L,Robby Fabbri,"STL,MIN",14878,708.47619,45.91975
10549,502.33333,21,Blais,0,0,8478104,L,67,3.19047,20252026,0,0,244,11.61904,L,Samuel Blais,"TOR,MTL",10616,505.5238,43.50819
11591,579.55,20,Hyry,0,0,8484938,R,52,2.6,20252026,2488,124.4,344,17.2,R,Arttu Hyry,DAL,14131,706.55,41.07848
9804,490.2,20,Kirkland,28,5.6,8477993,C,34,1.7,20252026,1949,97.45,297,14.85,L,Justin Kirkland,CGY,11787,589.35,39.68686
18015,900.75,20,St. Ivany,0,0,8481030,D,5,0.25,20252026,1571,78.55,365,18.25,R,Jack St. Ivany,PIT,19591,979.55,53.67397
10557,527.85,20,Parssinen,0,0,8481704,C,2,0.1,20252026,54,2.7,261,13.05,L,Juuso Parssinen,NYR,10613,530.65,40.66283
11487,604.57894,19,Vilmanis,0,0,8483771,L,273,14.36842,20252026,93,4.89473,268,14.10526,L,Sandis Vilmanis,FLA,11853,623.8421,44.22761
15215,800.78947,19,Del Mastro,0,0,8482807,D,1,0.05263,20252026,893,47,342,18,L,Ethan Del Mastro,CHI,16109,847.8421,47.10233
18583,978.05263,19,Kulikov,0,0,8475179,D,41,2.15789,20252026,1933,101.73684,438,23.05263,L,Dmitry Kulikov,FLA,20557,1081.94736,46.93378
7859,413.63157,19,Studnicka,0,0,8480021,C,134,7.05263,20252026,96,5.05263,218,11.47368,R,Jack Studnicka,FLA,8089,425.73684,37.1055
15472,814.31578,19,Bjornfot,0,0,8481600,D,30,1.57894,20252026,663,34.89473,348,18.31578,L,Tobias Bjornfot,FLA,16165,850.78947,46.45114
4752,250.10526,19,MacDermid,0,0,8477073,L,38,2,20252026,0,0,150,7.89473,L,Kurtis MacDermid,OTT,4790,252.10526,31.93333
11059,582.05263,19,Othmann,0,0,8482747,L,307,16.15789,20252026,36,1.89473,284,14.94736,L,Brennan Othmann,"NYR,CGY",11402,600.10526,40.14788
17075,948.61111,18,Benning,159,53,8482107,D,892,49.55555,20252026,287,15.94444,374,20.77777,R,Mike Benning,FLA,18254,1014.11111,48.80748
14427,801.5,18,Miller,0,0,8476525,D,855,47.5,20252026,135,7.5,329,18.27777,R,Colin Miller,WPG,15417,856.5,46.86018
11823,656.83333,18,Honzek,0,0,8484180,L,75,4.16666,20252026,1431,79.5,342,19,L,Samuel Honzek,CGY,13329,740.5,38.97368
13204,733.55555,18,Ufko,0,0,8482715,D,1706,94.77777,20252026,84,4.66666,309,17.16666,R,Ryan Ufko,NSH,14994,833,48.52427
7328,407.11111,18,Shine,0,0,8479942,R,43,2.38888,20252026,119,6.61111,185,10.27777,R,Dominik Shine,DET,7490,416.11111,40.48648
14752,867.7647,17,Cholowski,45,9,8479395,D,122,7.17647,20252026,91,5.35294,310,18.23529,L,Dennis Cholowski,NJD,14965,880.29411,48.27419
15579,916.41176,17,Lindstein,37,7.4,8484188,D,95,5.58823,20252026,402,23.64705,364,21.41176,L,Theo Lindstein,STL,16076,945.64705,44.16483
9392,552.47058,17,Philp,0,0,8481491,C,15,0.88235,20252026,735,43.23529,232,13.64705,R,Noah Philp,"EDM,CAR",10142,596.58823,43.71551
11905,700.29411,17,Bump,98,14,8483731,L,965,56.7647,20252026,24,1.41176,300,17.64705,L,Alex Bump,PHI,12894,758.47058,42.98
14797,924.8125,16,Bean,0,0,8479402,D,72,4.5,20252026,447,27.9375,375,23.4375,L,Jake Bean,CGY,15316,957.25,40.84266
8851,553.1875,16,Kemell,0,0,8483465,R,558,34.875,20252026,585,36.5625,217,13.5625,R,Joakim Kemell,NSH,9994,624.625,46.05529
10553,659.5625,16,Hayes,0,0,8482993,R,133,8.3125,20252026,36,2.25,228,14.25,R,Avery Hayes,PIT,10722,670.125,47.02631
11459,763.93333,15,Engstrom,0,0,8483686,D,209,13.93333,20252026,79,5.26666,253,16.86666,L,Adam Engstrom,MTL,11747,783.13333,46.43083
7883,525.53333,15,Moverare,0,0,8479421,D,6,0.4,20252026,13,0.86666,172,11.46666,L,Jacob Moverare,LAK,7902,526.8,45.94186
8267,551.13333,15,Beck,0,0,8483424,C,3,0.2,20252026,0,0,186,12.4,R,Owen Beck,MTL,8270,551.33333,44.46236
8132,542.13333,15,Ford,0,0,8484135,C,31,2.06666,20252026,612,40.8,200,13.33333,R,Parker Ford,WPG,8775,585,43.875
6845,456.33333,15,Halonen,0,0,8483531,L,6,0.4,20252026,0,0,159,10.6,R,Brian Halonen,NJD,6851,456.73333,43.08805
15552,1036.8,15,Romanov,0,0,8481014,D,83,5.53333,20252026,1866,124.4,351,23.4,L,Alexander Romanov,NYI,17501,1166.73333,49.86039
9365,624.33333,15,Smith,0,0,8474090,D,0,0,20252026,605,40.33333,230,15.33333,L,Brendan Smith,CBJ,9970,664.66666,43.34782
7455,532.5,14,Del Bel Belluz,0,0,8483432,C,187,13.35714,20252026,0,0,167,11.92857,L,Luca Del Bel Belluz,CBJ,7642,545.85714,45.76047
12786,913.28571,14,Hutson,39,19.5,8484873,D,1846,131.85714,20252026,32,2.28571,285,20.35714,L,Cole Hutson,WSH,14664,1047.42857,51.45263
10763,768.78571,14,Karlsson,266,53.2,8476448,C,837,59.78571,20252026,1123,80.21428,274,19.57142,L,William Karlsson,VGK,12723,908.78571,46.4343
9630,687.85714,14,Brandsegg-Nygård,0,0,8484794,R,884,63.14285,20252026,0,0,239,17.07142,R,Michael Brandsegg-Nygård,DET,10514,751,43.99163
8061,575.78571,14,Geekie,0,0,8483447,C,249,17.78571,20252026,0,0,195,13.92857,L,Conor Geekie,TBL,8310,593.57142,42.61538
7140,549.23076,13,McIlrath,0,0,8475795,D,0,0,20252026,124,9.53846,164,12.61538,R,Dylan McIlrath,WSH,7264,558.76923,44.29268
7842,603.23076,13,O'Connor,0,0,8481186,R,1,0.07692,20252026,1084,83.38461,204,15.6923,R,Logan O'Connor,COL,8927,686.6923,43.7598
7158,550.61538,13,Fisker Molgaard,0,0,8484168,C,12,0.92307,20252026,34,2.61538,175,13.46153,L,Oscar Fisker Molgaard,SEA,7204,554.15384,41.16571
8222,632.46153,13,Berard,0,0,8482132,L,1,0.07692,20252026,0,0,198,15.23076,L,Brett Berard,NYR,8223,632.53846,41.5303
9685,745,13,Groulx,92,23,8480870,C,266,20.46153,20252026,2289,176.07692,260,20,L,Bo Groulx,TOR,12240,941.53846,47.07692
9248,711.38461,13,Hallander,85,42.5,8480842,C,224,17.23076,20252026,779,59.92307,234,18,L,Filip Hallander,PIT,10251,788.53846,43.80769
7741,595.46153,13,Lekkerimaki,0,0,8483476,R,1368,105.23076,20252026,0,0,191,14.6923,R,Jonathan Lekkerimaki,VAN,9109,700.6923,47.69109
10585,814.23076,13,Korchinski,0,0,8483466,D,0,0,20252026,52,4,237,18.23076,L,Kevin Korchinski,CHI,10637,818.23076,44.88185
7520,578.46153,13,Miroshnichenko,0,0,8483491,L,0,0,20252026,0,0,174,13.38461,R,Ivan Miroshnichenko,WSH,7520,578.46153,43.21839
8222,632.46153,13,Koppanen,0,0,8479533,L,9,0.6923,20252026,1237,95.15384,218,16.76923,L,Joona Koppanen,PIT,9468,728.30769,43.43119
9525,732.6923,13,Kolyachonok,0,0,8481609,D,0,0,20252026,257,19.76923,223,17.15384,L,Vladislav Kolyachonok,"DAL,BOS",9782,752.46153,43.86547
10589,882.41666,12,Kulich,122,30.5,8483468,C,1181,98.41666,20252026,12,1,272,22.66666,L,Jiri Kulich,BUF,11782,981.83333,43.31617
10188,849,12,Frondell,33,33,8485391,C,2551,212.58333,20252026,0,0,237,19.75,L,Anton Frondell,CHI,12739,1061.58333,53.75105
7630,635.83333,12,Foote,0,0,8481518,L,10,0.83333,20252026,131,10.91666,180,15,L,Nolan Foote,FLA,7771,647.58333,43.17222
8316,693,12,Nadeau,57,57,8484203,L,841,70.08333,20252026,175,14.58333,196,16.33333,R,Bradly Nadeau,CAR,9332,777.66666,47.61224
9906,825.5,12,Chytil,175,87.5,8480078,C,878,73.16666,20252026,20,1.66666,221,18.41666,L,Filip Chytil,VAN,10804,900.33333,48.88687
4471,372.58333,12,Makar,0,0,8482953,L,0,0,20252026,0,0,113,9.41666,L,Taylor Makar,COL,4471,372.58333,39.56637
7305,608.75,12,Santini,0,0,8477463,D,7,0.58333,20252026,129,10.75,165,13.75,R,Steven Santini,TBL,7441,620.08333,45.09696
9564,797,12,Legault,0,0,8484428,D,0,0,20252026,728,60.66666,245,20.41666,R,Charles Alexis Legault,CAR,10292,857.66666,42.00816
5964,542.18181,11,Chibrikov,0,NA,8482787,R,14,1.27272,20252026,88,8,148,13.45454,L,Nikita Chibrikov,WPG,6066,551.45454,40.98648
8183,743.90909,11,Mermis,0,0,8477541,D,0,0,20252026,415,37.72727,215,19.54545,L,Dakota Mermis,TOR,8598,781.63636,39.99069
7587,689.72727,11,Ahcan,0,0,8482072,D,18,1.63636,20252026,6,0.54545,174,15.81818,L,Jack Ahcan,COL,7611,691.90909,43.74137
6818,619.81818,11,Leonard,0,0,8481077,L,773,70.27272,20252026,0,0,180,16.36363,L,John Leonard,DET,7591,690.0909,42.17222
8586,780.54545,11,Thomson,0,0,8481575,D,380,34.54545,20252026,106,9.63636,214,19.45454,R,Lassi Thomson,OTT,9072,824.72727,42.39252
9783,889.36363,11,Dumba,64,10.66666,8476856,D,7,0.63636,20252026,68,6.18181,199,18.0909,R,Mathew Dumba,PIT,9858,896.18181,49.53768
5721,520.0909,11,Chaffee,0,0,8482070,R,546,49.63636,20252026,43,3.90909,144,13.0909,R,Mitchell Chaffee,TBL,6310,573.63636,43.81944
7273,661.18181,11,Sykora,0,NA,8483669,L,72,6.54545,20252026,30,2.72727,166,15.0909,L,Adam Sykora,NYR,7375,670.45454,44.42771
10420,947.27272,11,Tanev,0,0,8475690,D,29,2.63636,20252026,1413,128.45454,302,27.45454,R,Chris Tanev,TOR,11862,1078.36363,39.27814
5227,522.7,10,Davidson,0,0,8483728,C,0,0,20252026,3,0.3,118,11.8,L,Jared Davidson,MTL,5230,523,44.32203
4753,475.3,10,Gadjovich,0,NA,8479981,L,13,1.3,20252026,0,0,112,11.2,L,Jonah Gadjovich,FLA,4766,476.6,42.55357
